mah_id,mah_name,ilce_name,current_score,future_potential_score,predicted_score_5y,score_change_5y,future_class,growth_built_growth,growth_ntl_growth,growth_poi_vitality,growth_accessibility,growth_pop_dynamics,growth_urban_form,risk_flood_risk,risk_noise_risk,risk_heat_risk,risk_low_green,risk_overcrowding
serik_karatas,KARATAŞ,Serik,9.562231282405572,17.11,6.27,-3.29,Risk Altinda,12.39,17.43,26.54,32.24,91.34,34.65,50.99,17.65,48.68,38.6,12.06
manavgat_karavca,KARAVCA,Manavgat,20.48444565016692,36.07,19.09,-1.39,Dusuk Potansiyel,9.98,67.98,48.03,27.41,92.87,30.04,57.02,52.19,54.28,56.91,14.8
manavgat_karaoz,KARAÖZ,Manavgat,29.32227575970492,50.99,29.52,0.2,Orta Potansiyel,39.14,72.15,48.46,43.75,84.54,60.31,76.21,50.22,84.98,71.27,39.91
manavgat_kasaplar,KASAPLAR,Manavgat,61.84947571727916,84.32,68.71,6.86,Yuksek Potansiyel,84.32,59.87,88.49,90.68,49.78,91.56,62.28,82.24,61.95,90.79,94.19
manavgat_kavakli,KAVAKLI,Manavgat,62.18987996672536,95.94,71.38,9.19,Yuksek Potansiyel,95.39,82.57,84.87,85.42,62.72,88.49,68.64,81.58,66.78,81.47,88.38
akseki_kepezbeleni,KEPEZBELENİ,Akseki,5.054779345259973,21.93,2.25,-2.81,Risk Altinda,3.62,46.16,23.9,16.01,95.94,13.38,34.65,38.49,41.78,30.26,2.85
manavgat_kirkkavak,KIRKKAVAK,Manavgat,11.547680412347482,20.18,8.57,-2.98,Risk Altinda,3.07,34.1,20.18,2.63,99.89,1.97,18.53,37.39,6.25,14.04,2.08
manavgat_kisalar,KISALAR,Manavgat,7.128289473676395,36.73,5.8,-1.33,Dusuk Potansiyel,49.23,65.02,3.78,44.63,48.36,62.5,84.54,17.65,62.94,61.84,44.74
manavgat_kizilagac,KIZILAĞAÇ,Manavgat,42.3900717697005,73.36,47.06,4.67,Yuksek Potansiyel,75.88,87.5,76.43,72.59,8.0,78.07,88.38,74.12,62.72,85.31,81.47
manavgat_kizildag,KIZILDAĞ,Manavgat,22.84296436964145,24.45,20.29,-2.55,Risk Altinda,18.53,24.01,21.6,18.42,85.53,5.7,10.31,17.65,30.81,9.54,18.86
manavgat_kizilot,KIZILOT,Manavgat,40.65681818125099,46.49,40.31,-0.35,Orta Potansiyel,71.49,7.57,74.01,73.46,49.67,80.48,76.32,73.25,60.86,79.28,67.32
manavgat_milli_egemenlik,MİLLİ EGEMENLİK,Manavgat,58.04104580559765,57.79,59.6,1.56,Orta Potansiyel,74.45,4.71,86.62,87.17,63.49,87.39,72.81,84.32,56.25,73.03,86.29
manavgat_mimar_sinan,MİMAR SİNAN,Manavgat,55.654870308920906,50.0,55.65,-0.0,Orta Potansiyel,76.1,0.22,87.72,91.23,46.6,88.82,64.91,84.98,85.31,83.0,87.06
manavgat_namaras,NAMARAS,Manavgat,5.544255003694944,32.35,3.78,-1.77,Dusuk Potansiyel,20.72,28.84,32.24,28.84,65.02,19.41,18.97,17.65,23.46,2.52,21.82
manavgat_odaonu,ODAÖNÜ,Manavgat,20.810159412892407,37.94,19.6,-1.21,Dusuk Potansiyel,41.78,31.91,48.25,47.81,67.11,49.67,74.45,17.65,37.94,66.45,48.79
manavgat_oymapinar,OYMAPINAR,Manavgat,28.339347078982414,34.76,26.82,-1.52,Dusuk Potansiyel,27.08,51.32,46.38,34.54,69.74,45.18,49.34,39.58,76.21,44.41,37.61
manavgat_perakende,PERAKENDE,Manavgat,6.035526315782856,27.19,3.75,-2.28,Dusuk Potansiyel,60.64,44.74,3.78,38.05,38.49,56.91,83.88,17.65,70.61,58.22,49.12
manavgat_salkim_evler,SALKIM EVLER,Manavgat,67.83797233422902,97.92,77.42,9.58,Yuksek Potansiyel,75.33,95.61,73.9,85.75,86.4,81.69,55.04,17.65,85.2,75.66,74.45
manavgat_salur,SALUR,Manavgat,8.135151021867856,22.48,5.38,-2.75,Risk Altinda,10.75,57.02,3.78,23.14,77.41,24.56,29.06,17.65,73.46,30.7,11.73
manavgat_sanayi,SANAYİ,Manavgat,36.56078947355822,54.5,37.46,0.9,Orta Potansiyel,77.85,67.76,74.23,67.32,1.97,71.27,99.34,84.1,83.33,90.24,74.12
manavgat_saracli,SARAÇLI,Manavgat,18.099950262217032,38.38,16.94,-1.16,Dusuk Potansiyel,26.32,52.08,42.65,31.91,94.19,34.87,41.01,17.65,95.29,48.9,19.52
manavgat_sarilar,SARILAR,Manavgat,63.74549999960941,85.86,70.92,7.17,Yuksek Potansiyel,82.46,75.66,74.56,74.34,71.82,77.08,77.63,74.67,64.36,66.67,75.99
manavgat_sagirin,SAĞIRİN,Manavgat,26.728657985116584,23.79,24.11,-2.62,Risk Altinda,27.63,34.65,25.66,19.08,72.7,16.56,39.25,38.82,27.41,37.28,23.68
manavgat_seydiler,SEYDİLER,Manavgat,29.763621794741425,53.95,30.55,0.79,Orta Potansiyel,49.34,74.67,62.83,55.48,52.52,60.64,90.9,65.24,65.46,86.4,52.19
manavgat_sorgun,SORGUN,Manavgat,49.29508140166971,81.8,55.65,6.36,Yuksek Potansiyel,79.5,79.06,76.75,76.32,31.91,83.55,84.1,75.77,58.44,63.82,71.27
manavgat_sulek,SÜLEK,Manavgat,35.99344213881815,66.12,39.22,3.22,Orta Potansiyel,57.46,55.48,55.92,51.97,74.89,65.46,46.49,17.65,80.04,51.32,55.81
manavgat_side,SİDE,Manavgat,78.17795742124169,76.64,83.51,5.33,Yuksek Potansiyel,76.64,76.97,84.76,83.66,16.34,87.06,76.43,83.77,71.05,82.68,84.76
manavgat_tasagil,TAŞAĞIL,Manavgat,32.55346807734795,53.51,33.26,0.7,Orta Potansiyel,53.62,64.14,61.18,41.56,37.83,53.62,62.94,62.5,56.69,43.64,56.14
manavgat_taskesigi,TAŞKESİĞİ,Manavgat,10.344366197152764,45.29,9.87,-0.47,Orta Potansiyel,5.92,28.95,49.01,52.08,96.38,18.75,20.29,17.65,21.27,13.71,5.59
manavgat_tepekoy,TEPEKÖY,Manavgat,1.621834870678501,15.02,0.0,-1.62,Risk Altinda,11.62,26.64,3.78,24.56,87.39,19.08,35.42,17.65,46.05,8.44,14.25
manavgat_tilkiler,TİLKİLER,Manavgat,4.490662868502233,37.39,3.23,-1.26,Dusuk Potansiyel,9.76,66.67,12.06,31.58,79.06,24.01,13.05,17.65,72.7,5.92,14.14
manavgat_ulukapi,ULUKAPI,Manavgat,37.93884358768548,64.58,40.86,2.92,Orta Potansiyel,54.5,68.09,55.26,64.8,81.14,60.75,65.79,60.09,83.88,67.65,51.86
manavgat_uzunkale,UZUNKALE,Manavgat,11.350704225317962,37.17,10.07,-1.28,Dusuk Potansiyel,32.89,34.21,42.76,30.15,78.95,32.57,36.62,47.04,45.18,18.75,27.85
manavgat_uzunlar,UZUNLAR,Manavgat,12.726538176385898,44.63,12.19,-0.54,Dusuk Potansiyel,40.02,44.08,49.89,39.14,66.12,38.38,51.97,48.14,40.79,41.45,35.42
manavgat_y_hisar,Y.HİSAR,Manavgat,58.72185430449002,58.11,60.34,1.62,Orta Potansiyel,76.75,0.0,97.59,90.02,50.33,93.31,70.94,97.26,49.78,81.25,89.25
manavgat_y_pazarci,Y.PAZARCI,Manavgat,67.01952262674544,56.14,68.25,1.23,Orta Potansiyel,94.96,0.77,92.65,90.57,35.86,97.04,92.21,93.75,61.18,93.86,93.64
manavgat_yalcidibi,YALÇIDİBİ,Manavgat,7.694292068180282,35.75,6.27,-1.43,Dusuk Potansiyel,37.72,35.53,37.61,29.93,57.13,30.15,45.83,17.65,21.6,38.16,35.2
manavgat_yavrudogan,YAVRUDOĞAN,Manavgat,36.09985174188121,34.65,34.56,-1.54,Dusuk Potansiyel,52.85,39.25,49.12,45.29,22.37,55.37,53.73,49.34,72.04,48.46,55.15
manavgat_yayla,YAYLA,Manavgat,85.83959626092219,83.22,92.48,6.64,Yuksek Potansiyel,46.38,93.97,89.25,97.7,48.79,97.15,62.72,88.05,69.08,97.59,97.04
manavgat_yaylaalan,YAYLAALAN,Manavgat,19.51765689994272,28.84,17.4,-2.12,Dusuk Potansiyel,37.28,26.43,25.99,22.48,45.72,21.6,21.82,17.65,32.79,10.75,31.14
manavgat_yenikoy,YENİKÖY,Manavgat,25.470051890190632,39.69,24.44,-1.03,Dusuk Potansiyel,50.22,52.85,40.35,37.72,57.02,50.11,60.86,56.58,74.67,56.36,46.6
manavgat_yesilbag,YEŞİLBAĞ,Manavgat,18.996224452846512,16.34,15.63,-3.37,Risk Altinda,22.48,17.11,23.25,8.0,62.94,7.46,15.24,17.65,12.28,31.03,20.07
serik_yesilvadi,YEŞİLVADİ,Serik,4.208604630123364,9.43,0.15,-4.06,Risk Altinda,1.43,18.42,3.78,21.16,33.5,19.52,3.07,17.65,11.84,6.03,0.71
manavgat_yukariisiklar,YUKARIIŞIKLAR,Manavgat,23.95448996197075,36.29,22.58,-1.37,Dusuk Potansiyel,29.5,56.03,33.88,40.13,85.86,37.28,50.88,43.86,89.47,37.61,27.3
manavgat_cakis,ÇAKIŞ,Manavgat,37.4319866566278,46.16,37.05,-0.38,Orta Potansiyel,68.86,58.55,50.22,51.21,3.95,52.19,85.42,57.89,50.66,59.21,64.04
manavgat_caltepe,ÇALTEPE,Manavgat,16.259156266923043,13.16,12.57,-3.68,Risk Altinda,51.32,15.9,18.31,7.46,3.62,3.4,22.15,17.65,8.55,38.05,42.0
manavgat_cardakkoy,ÇARDAKKÖY,Manavgat,24.99550099470533,26.43,22.64,-2.36,Dusuk Potansiyel,45.94,38.16,16.34,35.42,29.17,33.55,37.28,42.76,56.58,36.29,38.93
manavgat_cavuskoy,ÇAVUŞKÖY,Manavgat,24.09150717687642,49.56,24.05,-0.04,Orta Potansiyel,52.3,51.21,55.04,58.0,47.37,61.29,79.06,55.92,50.11,68.2,55.26
manavgat_cayyazi,ÇAYYAZI,Manavgat,39.18781578932763,80.48,45.28,6.1,Yuksek Potansiyel,62.5,83.0,71.93,79.71,78.29,74.12,89.58,73.36,64.14,71.93,64.36
manavgat_caglayan,ÇAĞLAYAN,Manavgat,55.08529939280832,85.42,62.17,7.08,Yuksek Potansiyel,74.01,63.82,84.98,88.6,69.19,84.1,66.56,85.86,56.03,71.6,81.36
manavgat_celtikci,ÇELTİKÇİ,Manavgat,63.76792341389012,82.89,70.35,6.58,Yuksek Potansiyel,69.85,85.64,69.19,75.66,81.69,73.46,85.96,66.23,70.39,79.06,63.27
manavgat_cenger,ÇENGER,Manavgat,25.998444975852067,59.98,27.99,2.0,Orta Potansiyel,68.09,50.55,59.1,61.95,25.11,68.75,65.57,61.18,48.25,59.54,60.53
manavgat_colakli,ÇOLAKLI,Manavgat,41.47153446980929,50.77,41.63,0.15,Orta Potansiyel,64.14,41.45,70.83,67.43,24.89,76.75,77.19,69.74,65.79,74.78,72.81
manavgat_orensehir,ÖRENŞEHİR,Manavgat,28.773803827458337,73.57,33.49,4.71,Yuksek Potansiyel,62.94,81.8,67.65,61.07,21.05,67.21,71.16,56.8,33.0,57.35,61.95
manavgat_ornek,ÖRNEK,Manavgat,68.83612720730959,85.96,76.03,7.19,Yuksek Potansiyel,80.7,94.19,93.86,87.61,30.48,94.3,97.81,94.3,72.15,96.16,94.96
manavgat_selale,ŞELALE,Manavgat,72.6082986376928,96.16,81.84,9.23,Yuksek Potansiyel,90.02,92.43,87.94,88.38,59.87,91.23,79.28,84.87,65.24,91.67,92.11
manavgat_siseler,ŞİŞELER,Manavgat,6.666382505544226,29.93,4.66,-2.01,Dusuk Potansiyel,46.05,47.59,13.16,34.43,63.71,39.58,67.65,17.65,73.9,46.27,36.95
muratpasa_altindag,ALTINDAĞ,Muratpaşa,86.4918972444901,60.09,88.51,2.02,Orta Potansiyel,1.43,72.04,99.45,98.68,53.95,98.14,60.31,99.34,54.82,98.03,99.45
muratpasa_bahcelievler,BAHÇELİEVLER,Muratpaşa,64.97375137951488,56.03,66.18,1.21,Orta Potansiyel,68.64,2.96,96.93,93.64,45.07,89.04,61.51,95.61,50.55,85.09,93.42
muratpasa_balbey,BALBEY,Muratpaşa,45.998930739434186,66.67,49.33,3.33,Orta Potansiyel,26.43,97.26,98.03,97.92,8.99,98.79,86.95,97.04,76.86,92.65,95.83
muratpasa_barbaros,BARBAROS,Muratpaşa,39.04615066219632,98.25,48.7,9.65,Yuksek Potansiyel,98.14,97.7,99.67,99.45,3.18,97.92,61.95,99.89,70.29,80.92,94.08
muratpasa_bayindir,BAYINDIR,Muratpaşa,73.0299717353343,92.87,81.6,8.57,Yuksek Potansiyel,78.4,92.54,92.43,94.19,57.79,89.14,81.14,90.79,74.56,91.01,91.34
muratpasa_cumhuriyet,CUMHURİYET,Muratpaşa,92.22657115114517,57.57,93.74,1.51,Orta Potansiyel,8.55,82.13,97.04,98.9,51.54,96.82,89.14,99.23,77.63,97.92,92.54
muratpasa_demircikara,DEMİRCİKARA,Muratpaşa,66.22413079451987,83.99,73.02,6.8,Yuksek Potansiyel,70.94,91.12,90.46,90.46,29.5,87.5,92.11,90.02,56.91,78.07,92.87
muratpasa_deniz,DENİZ,Muratpaşa,79.79450021899905,88.27,87.45,7.65,Yuksek Potansiyel,73.36,75.55,98.57,92.32,52.85,91.34,60.96,98.57,57.24,93.2,97.59
muratpasa_doguyaka,DOĞUYAKA,Muratpaşa,59.68912113671541,77.19,65.13,5.44,Yuksek Potansiyel,96.38,69.96,83.44,83.33,35.64,76.86,96.82,87.83,89.14,75.88,84.43
muratpasa_dutlubahce,DUTLUBAHÇE,Muratpaşa,88.68472268905816,12.17,84.9,-3.78,Risk Altinda,1.43,3.18,93.64,97.37,51.97,95.83,88.6,96.6,78.73,99.34,98.68
muratpasa_elmali,ELMALI,Muratpaşa,47.07743515443936,62.17,49.51,2.43,Orta Potansiyel,1.43,94.96,99.89,99.56,8.88,99.45,46.05,99.45,76.54,98.14,99.67
muratpasa_ermenek,ERMENEK,Muratpaşa,55.77992105232417,93.64,64.51,8.73,Yuksek Potansiyel,86.51,92.65,79.5,80.15,59.54,85.09,72.04,77.74,88.6,61.29,75.55
muratpasa_etiler,ETİLER,Muratpaşa,93.68851027791966,72.59,95.0,1.31,Yuksek Potansiyel,68.75,56.47,95.18,97.04,48.9,94.96,88.16,92.65,71.82,98.46,97.7
muratpasa_fener,FENER,Muratpaşa,94.37224081549282,92.76,95.0,0.63,Yuksek Potansiyel,85.64,88.38,94.96,93.75,28.73,93.75,82.89,92.76,60.42,85.53,93.09
muratpasa_gebizli,GEBİZLİ,Muratpaşa,85.85743092474966,60.86,88.03,2.17,Orta Potansiyel,97.15,1.86,94.63,92.0,68.09,89.58,90.02,94.19,82.02,95.72,91.67
muratpasa_genclik,GENÇLİK,Muratpaşa,68.04073537508401,92.54,76.55,8.51,Yuksek Potansiyel,77.19,88.49,96.38,92.76,42.0,92.98,79.17,95.83,50.22,91.89,94.63
muratpasa_guvenlik,GÜVENLİK,Muratpaşa,91.46940348129854,31.36,89.61,-1.86,Dusuk Potansiyel,23.03,1.75,96.71,96.27,52.41,94.41,53.51,97.48,63.38,99.45,98.36
muratpasa_guzelbag,GÜZELBAĞ,Muratpaşa,51.42201315763219,75.55,56.53,5.11,Yuksek Potansiyel,79.61,99.34,73.57,76.86,11.4,70.83,87.5,75.22,97.48,72.15,74.23
muratpasa_guzeloba,GÜZELOBA,Muratpaşa,91.95309220301104,82.79,95.0,3.05,Yuksek Potansiyel,86.95,83.77,84.54,81.03,37.61,83.33,91.89,81.91,86.18,74.34,83.22
muratpasa_guzeloluk,GÜZELOLUK,Muratpaşa,56.39297047447989,74.56,61.31,4.91,Yuksek Potansiyel,94.3,73.14,79.06,79.61,21.71,69.96,96.16,81.36,69.63,84.54,84.87
aksu_guzelyurt,GÜZELYURT,Aksu,59.99671052596367,84.43,66.88,6.89,Yuksek Potansiyel,87.5,81.25,84.32,80.04,42.76,78.29,73.36,85.09,90.13,69.19,79.06
muratpasa_hasimiscan,HAŞİMİŞCAN,Muratpaşa,51.67791114779302,92.0,60.08,8.4,Yuksek Potansiyel,56.69,93.31,97.81,99.67,32.13,99.67,59.65,97.7,51.1,76.97,91.45
muratpasa_kilincarslan,KILINÇARSLAN,Muratpaşa,42.40963024275877,81.69,48.75,6.34,Yuksek Potansiyel,37.94,96.49,98.79,98.79,16.45,99.23,59.1,99.67,60.09,82.46,89.04
muratpasa_kircami,KIRCAMİ,Muratpaşa,49.975889900562095,79.28,55.83,5.86,Yuksek Potansiyel,89.69,75.33,82.89,82.46,22.7,80.26,96.05,84.76,68.97,68.97,82.24
muratpasa_kizilarik,KIZILARIK,Muratpaşa,93.8067804756242,96.82,95.0,1.19,Yuksek Potansiyel,99.89,90.24,89.8,92.98,63.05,90.79,90.68,92.43,72.59,91.34,93.75
muratpasa_kizilsaray,KIZILSARAY,Muratpaşa,68.38113962453018,61.18,70.62,2.24,Orta Potansiyel,1.43,86.73,99.12,99.78,38.6,99.78,71.27,99.56,61.84,97.37,99.56
muratpasa_kiziltoprak,KIZILTOPRAK,Muratpaşa,94.26243332319936,91.56,95.0,0.74,Yuksek Potansiyel,97.48,82.02,91.45,92.87,52.63,90.24,90.46,91.89,80.59,93.42,95.94
muratpasa_kisla,KIŞLA,Muratpaşa,63.72337196450992,80.15,69.75,6.03,Yuksek Potansiyel,46.49,90.46,98.9,99.12,34.32,98.9,80.7,99.12,63.16,94.52,96.82
muratpasa_konuksever,KONUKSEVER,Muratpaşa,94.1510315846674,90.68,95.0,0.85,Yuksek Potansiyel,83.99,88.71,92.98,96.82,55.81,93.53,93.97,94.52,74.23,96.82,97.15
muratpasa_mehmetcik,MEHMETÇİK,Muratpaşa,47.41783940388554,75.99,52.62,5.2,Yuksek Potansiyel,90.35,69.52,87.83,85.2,20.07,79.28,96.6,87.17,75.99,70.29,86.07
muratpasa_meltem,MELTEM,Muratpaşa,92.08099710395472,95.39,95.0,2.92,Yuksek Potansiyel,76.43,95.18,90.79,87.94,50.22,91.12,72.15,90.24,51.86,74.23,87.17
muratpasa_memurevleri,MEMUREVLERİ,Muratpaşa,67.35992687619162,38.93,66.25,-1.11,Dusuk Potansiyel,1.43,38.71,97.48,93.31,61.95,90.57,62.83,95.5,58.88,100.0,99.01
muratpasa_meydankavagi,MEYDANKAVAĞI,Muratpaşa,94.8988755172978,84.21,95.0,0.1,Yuksek Potansiyel,91.34,75.0,91.34,93.09,37.5,91.01,90.24,92.11,75.44,93.97,99.12
muratpasa_muratpasa,MURATPAŞA,Muratpaşa,90.388164018798,44.08,89.8,-0.59,Dusuk Potansiyel,1.43,69.74,95.61,95.29,48.68,90.9,90.35,98.03,72.81,97.48,98.25
muratpasa_sedir,SEDİR,Muratpaşa,77.22096546653364,44.41,76.66,-0.56,Dusuk Potansiyel,57.24,2.74,93.31,94.41,46.49,90.46,66.23,95.07,68.86,90.57,94.52
muratpasa_selcuk,SELÇUK,Muratpaşa,38.41928807941712,62.61,40.94,2.52,Orta Potansiyel,1.43,97.04,99.56,99.23,1.1,99.56,71.82,99.78,55.37,80.15,90.68
muratpasa_soguksu,SOĞUKSU,Muratpaşa,88.45245319676923,67.87,92.03,3.57,Orta Potansiyel,25.33,79.17,95.5,90.9,56.36,87.17,65.13,94.74,65.35,92.98,95.07
muratpasa_sinan,SİNAN,Muratpaşa,69.97192328898134,89.47,77.87,7.89,Yuksek Potansiyel,62.39,98.14,99.01,97.26,47.04,98.68,80.48,98.79,67.0,98.79,99.23
muratpasa_tahilpazari,TAHILPAZARI,Muratpaşa,57.131070640038864,72.48,61.63,4.5,Yuksek Potansiyel,30.26,91.89,99.78,99.34,14.25,99.34,56.8,98.68,74.12,97.81,99.34
muratpasa_tarim,TARIM,Muratpaşa,52.81370722946478,73.14,57.44,4.63,Yuksek Potansiyel,88.16,65.24,88.16,86.4,9.21,79.39,96.93,86.84,73.25,67.0,84.98
muratpasa_topcular,TOPÇULAR,Muratpaşa,43.03649282553798,40.35,42.07,-0.96,Dusuk Potansiyel,90.46,6.14,83.22,82.13,13.82,74.23,95.07,90.68,88.27,70.72,83.88
muratpasa_tuzcular,TUZCULAR,Muratpaşa,38.02159216330434,93.09,46.64,8.62,Yuksek Potansiyel,87.17,98.57,100.0,99.89,2.19,100.0,80.26,100.0,78.18,94.19,95.29
muratpasa_varlik,VARLIK,Muratpaşa,89.78446279533857,90.79,95.0,5.22,Yuksek Potansiyel,85.42,77.96,98.36,96.71,39.69,94.85,74.89,95.29,60.31,97.7,98.14
muratpasa_yenigol,YENİGÖL,Muratpaşa,42.01193432664598,70.94,46.2,4.19,Yuksek Potansiyel,98.46,75.77,76.97,76.97,2.3,65.24,91.56,86.73,93.86,74.01,78.29
muratpasa_yenigun,YENİGÜN,Muratpaşa,94.58725113080922,64.14,95.0,0.41,Orta Potansiyel,99.78,2.41,91.89,95.5,53.4,95.72,83.77,93.09,64.69,95.61,98.46
muratpasa_yesilbahce,YEŞİLBAHÇE,Muratpaşa,94.69253839734988,94.96,95.0,0.31,Yuksek Potansiyel,76.86,98.79,96.6,96.16,31.14,96.71,78.29,92.98,54.5,88.93,96.71
muratpasa_yesildere,YEŞİLDERE,Muratpaşa,60.93950055172039,94.74,69.89,8.95,Yuksek Potansiyel,99.67,94.3,86.84,91.78,47.26,89.47,94.3,89.04,84.32,88.71,90.35
muratpasa_yesilova,YEŞİLOVA,Muratpaşa,45.658526489988006,70.83,49.83,4.17,Yuksek Potansiyel,91.89,70.94,80.7,79.28,7.13,73.03,95.5,81.14,76.1,84.32,82.46
muratpasa_yildiz,YILDIZ,Muratpaşa,87.66637737020505,65.02,90.67,3.0,Orta Potansiyel,1.43,87.61,99.23,95.72,53.18,94.08,57.46,99.01,59.65,99.01,97.92
muratpasa_yuksekalan,YÜKSEKALAN,Muratpaşa,81.3324721256882,95.61,90.46,9.12,Yuksek Potansiyel,85.53,85.53,95.07,94.52,42.98,91.45,54.39,93.97,63.71,89.36,96.93
muratpasa_zerdalilik,ZERDALİLİK,Muratpaşa,83.99506093905416,76.97,89.39,5.39,Yuksek Potansiyel,49.45,93.09,97.7,93.86,45.61,93.42,97.04,98.36,66.01,98.36,98.03
muratpasa_zumrutova,ZÜMRÜTOVA,Muratpaşa,44.118342991096576,83.0,50.72,6.6,Yuksek Potansiyel,91.78,88.82,82.13,81.36,16.12,68.53,97.59,80.92,62.06,73.25,82.35
muratpasa_caybasi,ÇAYBAŞI,Muratpaşa,88.2129327892339,92.98,95.0,6.79,Yuksek Potansiyel,71.71,90.79,97.92,95.83,41.56,92.76,50.22,96.93,74.89,95.39,97.81
muratpasa_caglayan,ÇAĞLAYAN,Muratpaşa,94.9999999996044,89.58,95.0,0.0,Yuksek Potansiyel,90.9,81.14,94.41,91.67,39.47,88.93,82.68,95.94,66.56,91.45,93.53
muratpasa_ucgen,ÜÇGEN,Muratpaşa,90.20269957625712,21.6,87.36,-2.84,Risk Altinda,1.43,16.56,98.46,97.15,50.77,96.16,92.76,98.25,60.2,95.5,98.79
muratpasa_sirinyali,ŞİRİNYALI,Muratpaşa,94.79640050384371,96.71,95.0,0.2,Yuksek Potansiyel,92.43,93.86,95.72,90.24,29.82,89.8,73.9,95.39,52.3,88.27,93.97
serik_abdurrahmanlar,ABDURRAHMANLAR,Serik,45.33684210480513,59.65,47.27,1.93,Orta Potansiyel,83.44,69.19,64.47,53.4,18.53,53.18,89.25,66.01,73.57,74.56,63.93
serik_akbas,AKBAŞ,Serik,21.067828020676945,33.55,19.42,-1.64,Dusuk Potansiyel,15.24,45.61,28.4,26.86,93.64,26.43,39.91,17.65,44.3,29.06,8.11
serik_akcaalan,AKÇAALAN,Serik,43.6862861377072,51.1,43.91,0.22,Orta Potansiyel,92.32,1.97,81.14,79.82,59.65,86.84,80.59,87.06,93.53,85.64,82.89
serik_akcapinar,AKÇAPINAR,Serik,16.542438843529006,36.62,15.2,-1.34,Dusuk Potansiyel,48.36,37.72,33.0,40.46,50.0,46.93,50.11,17.65,68.31,38.93,39.36
serik_alacami,ALACAMİ,Serik,27.475908079950493,47.37,27.21,-0.26,Orta Potansiyel,56.8,39.47,39.58,47.26,68.2,51.21,52.41,46.05,70.83,43.42,42.65
serik_asagikocayatak,AŞAĞIKOCAYATAK,Serik,31.719199406838374,25.88,29.31,-2.41,Dusuk Potansiyel,88.27,8.77,58.55,54.93,18.42,59.1,94.08,65.57,85.75,86.84,71.82
serik_asagioba,AŞAĞIOBA,Serik,20.148332097774805,29.71,18.12,-2.03,Dusuk Potansiyel,65.35,59.21,44.96,24.78,14.8,31.25,84.98,48.68,76.64,63.93,51.64
serik_asagicatma,AŞAĞIÇATMA,Serik,4.747924388427055,34.87,3.23,-1.51,Dusuk Potansiyel,70.72,61.73,3.78,49.01,21.27,67.65,97.48,17.65,70.94,82.24,59.65
serik_belek,BELEK,Serik,58.77452152992547,83.88,65.55,6.78,Yuksek Potansiyel,80.37,91.45,78.18,74.89,26.64,80.37,92.0,79.17,51.75,65.13,74.78
serik_belkis,BELKIS,Serik,33.78295033344028,48.57,33.64,-0.14,Orta Potansiyel,66.89,45.39,62.94,60.75,26.97,62.72,84.76,61.51,66.34,65.57,62.94
serik_belpinar,BELPINAR,Serik,25.65111193466692,59.21,27.49,1.84,Orta Potansiyel,72.59,65.57,55.59,59.87,27.63,66.78,77.52,57.02,78.4,70.5,65.68
serik_berendi,BERENDİ,Serik,10.134358784255454,43.2,9.45,-0.68,Dusuk Potansiyel,78.62,59.65,36.62,30.92,34.98,44.52,81.8,17.65,89.91,72.7,50.99
serik_bozdogan,BOZDOĞAN,Serik,4.279119189718081,21.71,1.45,-2.83,Risk Altinda,4.5,19.85,20.29,17.21,97.7,8.22,2.52,41.12,17.21,0.77,2.41
serik_bogazkent,BOĞAZKENT,Serik,38.359090908591554,60.2,40.4,2.04,Orta Potansiyel,67.32,69.08,70.72,62.94,26.54,71.82,98.57,68.86,62.83,83.99,65.46
serik_burmahanci,BURMAHANCI,Serik,26.22323943651681,31.47,24.37,-1.85,Dusuk Potansiyel,67.98,49.01,45.07,47.92,17.76,54.28,94.74,53.62,77.74,82.79,60.96
serik_bugus,BÜĞÜŞ,Serik,13.385507783498843,52.85,13.96,0.57,Orta Potansiyel,56.14,63.27,35.42,30.48,72.04,42.65,48.14,17.65,86.95,42.65,36.4
serik_bilginler,BİLGİNLER,Serik,14.037101556661629,26.97,11.73,-2.3,Dusuk Potansiyel,57.13,32.57,22.48,34.98,7.35,49.78,45.61,17.65,61.4,41.89,54.71
serik_cumali,CUMALI,Serik,38.94518161585068,58.77,40.7,1.75,Orta Potansiyel,83.66,50.44,68.64,75.11,22.59,72.15,88.71,71.16,79.61,84.87,77.08
serik_cumhuriyet,CUMHURİYET,Serik,42.49206819849519,86.95,49.88,7.39,Yuksek Potansiyel,83.33,87.94,83.99,82.35,51.43,85.96,74.67,86.51,82.79,88.38,86.62
serik_demirciler,DEMİRCİLER,Serik,6.183012298775452,12.94,2.48,-3.71,Risk Altinda,1.43,23.46,24.01,17.43,33.5,3.51,10.86,17.65,9.1,2.08,0.71
serik_deniztepesi,DENİZTEPESİ,Serik,29.53228317260223,44.19,28.95,-0.58,Dusuk Potansiyel,67.54,48.14,35.86,38.93,20.5,53.4,45.29,48.36,69.19,44.08,52.41
serik_dorumlar,DORUMLAR,Serik,14.218161601137917,38.71,13.09,-1.13,Dusuk Potansiyel,53.07,66.89,41.67,33.22,41.67,49.23,75.88,49.23,82.89,65.9,45.18
serik_dikmen,DİKMEN,Serik,29.77123795392056,27.41,27.51,-2.26,Dusuk Potansiyel,79.06,3.95,60.53,69.08,20.94,64.47,93.2,59.1,87.94,80.7,61.73
