mah_id,mah_name,ilce_name,current_score,future_potential_score,predicted_score_5y,score_change_5y,future_class,growth_built_growth,growth_ntl_growth,growth_poi_vitality,growth_accessibility,growth_pop_dynamics,growth_urban_form,risk_flood_risk,risk_noise_risk,risk_heat_risk,risk_low_green,risk_overcrowding
finike_yeni,YENİ,Finike,63.38296771506374,87.06,70.8,7.41,Yuksek Potansiyel,87.61,86.62,93.53,94.85,12.94,93.64,97.37,89.8,52.63,92.76,99.89
finike_yesilkoy,YEŞİLKÖY,Finike,10.252441671167215,11.73,6.43,-3.83,Risk Altinda,10.64,10.75,18.09,8.88,79.82,2.52,14.58,17.65,10.09,13.05,17.21
finike_yesilyurt,YEŞİLYURT,Finike,40.83039473645027,45.39,40.37,-0.46,Orta Potansiyel,61.07,7.68,67.32,64.14,37.28,56.03,59.76,66.12,27.19,20.83,65.9
finike_yuvali,YUVALI,Finike,36.93250555952029,59.76,38.88,1.95,Orta Potansiyel,67.87,29.61,64.04,68.64,32.24,50.0,52.85,55.37,23.03,31.91,72.48
finike_camlibel,ÇAMLIBEL,Finike,3.8319090251322585,5.48,0.0,-3.83,Risk Altinda,14.58,12.72,3.78,10.42,53.84,14.14,20.61,17.65,11.4,31.25,26.1
finike_iskele,İSKELE,Finike,35.747763157579925,59.87,37.72,1.97,Orta Potansiyel,75.22,39.14,66.12,63.6,20.72,59.98,67.76,65.02,38.38,34.21,74.01
gazipasa_akoluk,AKOLUK,Gazipaşa,1.4808057514890662,17.32,0.0,-1.48,Risk Altinda,1.43,37.83,9.32,25.33,33.5,20.5,15.46,17.65,3.18,34.76,0.71
gazipasa_aydin,AYDIN,Gazipaşa,44.85978890720898,76.21,50.1,5.24,Yuksek Potansiyel,97.92,57.35,80.81,76.43,30.15,80.92,83.22,79.5,67.21,76.1,82.79
gazipasa_aydincik,AYDINCIK,Gazipaşa,35.91879169740493,82.57,42.43,6.51,Yuksek Potansiyel,91.12,85.42,62.28,62.17,14.47,65.02,57.24,66.34,57.35,54.61,69.52
gazipasa_bakilar,BAKILAR,Gazipaşa,24.968381578897088,88.05,32.58,7.61,Yuksek Potansiyel,98.25,82.35,59.65,59.43,35.09,67.98,66.34,17.65,63.27,51.54,73.14
gazipasa_beyobasi,BEYOBASI,Gazipaşa,30.698109710772854,91.45,38.99,8.29,Yuksek Potansiyel,80.59,78.95,53.62,57.46,84.1,66.67,45.18,17.65,60.75,36.18,62.17
gazipasa_beyrebucak,BEYREBUCAK,Gazipaşa,37.64199406952511,72.15,42.07,4.43,Yuksek Potansiyel,84.98,51.75,56.25,57.02,3.51,54.61,27.41,41.78,35.42,36.4,65.02
gazipasa_cumhuriyet,CUMHURİYET,Gazipaşa,50.656698399454456,87.39,58.13,7.48,Yuksek Potansiyel,88.38,78.73,77.63,76.54,26.43,77.3,69.63,75.11,46.16,59.32,73.68
gazipasa_doganca,DOĞANCA,Gazipaşa,17.107184843517484,58.44,18.8,1.69,Orta Potansiyel,6.25,50.22,39.14,44.41,98.79,49.56,22.7,44.74,6.14,1.86,4.06
gazipasa_ekmel,EKMEL,Gazipaşa,28.21434395837634,77.52,33.72,5.5,Yuksek Potansiyel,88.93,70.61,63.6,57.24,28.95,71.38,65.02,64.25,53.73,49.89,67.87
gazipasa_esenpinar,ESENPINAR,Gazipaşa,0.987203834326044,33.66,0.0,-0.99,Dusuk Potansiyel,7.46,28.07,3.78,37.28,95.39,33.44,12.83,17.65,8.22,2.41,3.95
gazipasa_esentepe,ESENTEPE,Gazipaşa,30.812879414972564,60.53,32.92,2.11,Orta Potansiyel,87.94,4.06,66.78,71.05,27.52,76.64,16.34,67.98,59.21,50.66,77.63
gazipasa_gazi,GAZİ,Gazipaşa,49.6354856511159,75.11,54.66,5.02,Yuksek Potansiyel,97.59,52.3,80.04,74.23,18.2,79.17,73.68,76.86,54.93,72.59,80.81
gazipasa_gokcebelen,GÖKÇEBELEN,Gazipaşa,8.769782058220315,28.95,6.66,-2.11,Dusuk Potansiyel,4.17,28.62,33.55,31.03,99.34,20.07,25.44,53.29,27.74,2.96,2.19
gazipasa_gokcesaray,GÖKÇESARAY,Gazipaşa,4.631691987691668,32.13,2.84,-1.79,Dusuk Potansiyel,4.39,19.63,10.31,35.64,97.92,30.59,7.35,17.65,3.73,0.22,2.63
gazipasa_gocuk,GÖÇÜK,Gazipaşa,20.17826460477053,52.52,20.68,0.5,Orta Potansiyel,42.87,42.43,15.02,40.35,72.92,40.13,9.32,17.65,33.33,22.04,30.15
gazipasa_guneykoy,GÜNEYKÖY,Gazipaşa,26.96905114889281,58.66,28.7,1.73,Orta Potansiyel,56.91,25.0,54.82,51.1,64.58,54.5,30.81,57.13,28.62,26.21,40.57
gazipasa_gurcam,GÜRÇAM,Gazipaşa,8.276180141057292,41.78,7.45,-0.82,Dusuk Potansiyel,3.95,23.36,30.59,39.8,90.24,40.9,3.84,17.65,5.15,3.07,7.79
gazipasa_hasdere,HASDERE,Gazipaşa,22.5520756114788,67.32,26.02,3.46,Orta Potansiyel,86.84,63.93,42.54,52.41,4.71,57.46,55.92,52.52,36.29,40.46,66.34
gazipasa_ilica,ILICA,Gazipaşa,20.34341653097748,53.07,20.96,0.61,Orta Potansiyel,6.69,47.48,39.47,33.66,99.12,28.51,9.65,17.65,15.46,3.29,3.73
gazipasa_kahyalar,KAHYALAR,Gazipaşa,35.708784284507615,75.77,40.86,5.15,Yuksek Potansiyel,72.92,73.57,62.06,61.4,27.74,59.76,49.78,60.42,43.75,43.97,60.09
gazipasa_karalar,KARALAR,Gazipaşa,25.05003706439601,58.0,26.65,1.6,Orta Potansiyel,52.52,43.97,26.64,43.53,69.85,46.82,24.78,17.65,41.23,22.37,45.29
gazipasa_karatepe,KARATEPE,Gazipaşa,16.188641707328323,46.71,15.86,-0.33,Orta Potansiyel,14.91,35.09,26.97,36.29,93.42,36.73,9.1,17.65,11.18,27.74,10.09
gazipasa_karacukur,KARAÇUKUR,Gazipaşa,1.9038931090573707,46.05,1.51,-0.39,Orta Potansiyel,4.71,42.0,3.78,41.89,98.9,43.09,4.17,17.65,16.89,1.43,1.97
gazipasa_kirahmetler,KIRAHMETLER,Gazipaşa,15.948739807208264,71.38,20.23,4.28,Yuksek Potansiyel,80.92,68.64,55.81,52.74,2.41,57.35,36.73,53.73,51.97,36.95,63.49
gazipasa_kizilguney,KIZILGÜNEY,Gazipaşa,13.566567827975131,40.46,12.61,-0.95,Dusuk Potansiyel,44.41,5.7,34.87,37.83,68.86,41.67,2.08,17.65,36.18,15.24,38.82
gazipasa_koru,KORU,Gazipaşa,28.912513157822943,71.16,33.14,4.23,Yuksek Potansiyel,86.62,61.4,64.91,60.2,6.58,73.36,65.35,57.24,47.59,55.81,70.5
gazipasa_korubasi,KORUBAŞI,Gazipaşa,28.03328391390005,70.18,32.07,4.04,Yuksek Potansiyel,91.67,58.77,43.53,56.91,6.8,62.06,53.29,17.65,46.93,49.34,71.16
gazipasa_kucuklu,KÜÇÜKLÜ,Gazipaşa,15.565048183784828,77.63,21.09,5.53,Yuksek Potansiyel,50.44,71.16,30.48,43.64,86.51,50.55,12.39,17.65,44.19,16.12,25.11
gazipasa_macar,MACAR,Gazipaşa,25.832171979143205,71.82,30.2,4.36,Yuksek Potansiyel,94.85,49.89,45.29,53.84,3.4,62.17,38.49,17.65,40.57,40.57,69.08
gazipasa_muzkent,MUZKENT,Gazipaşa,32.64607116369068,48.25,32.47,-0.18,Orta Potansiyel,64.25,4.93,49.78,54.71,55.15,57.24,30.04,50.55,38.6,32.35,52.08
gazipasa_pazarci,PAZARCI,Gazipaşa,63.04256346561755,96.93,72.43,9.39,Yuksek Potansiyel,95.18,92.87,83.66,82.24,77.96,84.76,97.7,79.61,59.43,81.14,78.18
gazipasa_sariagac,SARIAĞAÇ,Gazipaşa,34.78047368410367,68.2,38.42,3.64,Orta Potansiyel,91.01,62.06,70.29,62.61,7.46,67.43,82.57,64.47,53.4,69.08,72.7
gazipasa_sugozu,SUGÖZÜ,Gazipaşa,17.342851329319153,46.82,17.02,-0.32,Orta Potansiyel,14.69,35.42,33.77,42.11,92.76,42.87,25.99,42.21,1.64,32.68,9.65
gazipasa_yakacik,YAKACIK,Gazipaşa,11.082802075578613,36.18,9.7,-1.38,Dusuk Potansiyel,47.92,5.81,47.48,33.88,55.59,39.14,34.54,17.65,17.43,19.19,40.68
gazipasa_yeni,YENİ,Gazipaşa,48.32781456944433,73.46,53.02,4.69,Yuksek Potansiyel,86.07,46.05,87.17,83.0,46.16,87.61,84.32,84.54,64.91,78.62,82.68
gazipasa_yeniguney,YENİGÜNEY,Gazipaşa,5.5483812624229945,19.41,2.49,-3.06,Risk Altinda,1.43,27.85,10.64,33.44,33.5,32.24,9.87,17.65,17.11,1.1,0.71
gazipasa_yenikoy,YENİKÖY,Gazipaşa,24.19015644777242,55.04,25.2,1.01,Orta Potansiyel,16.34,48.25,36.29,41.67,93.86,37.61,8.44,45.07,23.25,16.01,11.4
gazipasa_yesilyurt,YEŞİLYURT,Gazipaşa,9.216992222806136,32.79,7.5,-1.72,Dusuk Potansiyel,9.21,20.94,8.99,37.94,95.72,37.5,8.33,17.65,5.48,24.56,5.81
gazipasa_zeytinada,ZEYTİNADA,Gazipaşa,19.30830244618557,38.05,18.11,-1.2,Dusuk Potansiyel,29.39,7.46,49.67,31.14,88.27,30.37,6.58,47.59,17.0,20.61,19.41
gazipasa_cakmak,ÇAKMAK,Gazipaşa,4.190548554477495,41.01,3.29,-0.9,Dusuk Potansiyel,15.02,42.11,24.45,36.51,92.43,44.85,22.04,42.43,32.13,33.77,8.33
gazipasa_calipinar,ÇALIPINAR,Gazipaşa,21.24888806515323,65.79,24.41,3.16,Orta Potansiyel,68.53,72.59,46.16,38.16,26.1,47.04,46.82,17.65,48.46,40.13,61.07
gazipasa_camlica,ÇAMLICA,Gazipaşa,5.195808464449407,18.86,2.08,-3.11,Risk Altinda,1.43,19.19,14.69,24.34,99.01,29.71,28.73,17.65,9.87,45.83,1.54
gazipasa_ciglik,ÇIĞLIK,Gazipaşa,9.82935431359891,20.5,6.88,-2.95,Risk Altinda,3.29,27.52,15.57,15.46,99.78,17.32,27.85,17.65,4.06,39.47,1.75
gazipasa_cobanlar,ÇOBANLAR,Gazipaşa,33.03713862106427,67.65,36.57,3.53,Orta Potansiyel,96.71,47.26,53.95,53.51,1.75,57.57,43.53,60.31,36.73,42.32,75.44
gazipasa_corus,ÇÖRÜŞ,Gazipaşa,7.994121902678422,36.51,6.65,-1.35,Dusuk Potansiyel,13.05,26.1,9.87,41.12,90.68,44.96,13.49,17.65,18.97,8.55,11.62
gazipasa_cile,ÇİLE,Gazipaşa,6.676614215938473,43.53,6.03,-0.65,Dusuk Potansiyel,3.51,32.02,11.73,45.18,98.36,46.05,5.26,17.65,13.93,2.3,2.3
gazipasa_cimenbag,ÇİMENBAĞ,Gazipaşa,5.336837583638843,26.64,3.0,-2.34,Dusuk Potansiyel,7.13,36.84,14.14,22.59,97.37,7.13,18.31,17.65,37.72,7.24,5.26
gazipasa_oznurtepe,ÖZNURTEPE,Gazipaşa,3.690879905942824,40.9,2.78,-0.91,Dusuk Potansiyel,6.47,40.24,10.53,36.73,97.48,34.1,13.6,17.65,20.07,1.75,2.52
gazipasa_uckonak,ÜÇKONAK,Gazipaşa,6.394555977559604,31.8,4.57,-1.82,Dusuk Potansiyel,5.37,10.86,39.36,41.23,97.59,43.75,2.3,52.3,37.06,7.57,3.07
gazipasa_inal,İNAL,Gazipaşa,9.287506782400854,37.72,8.06,-1.23,Dusuk Potansiyel,10.42,22.04,8.55,40.9,94.85,37.39,4.82,17.65,7.02,1.97,5.7
gazipasa_incegiz,İNCEĞİZ,Gazipaşa,14.466607885664082,45.94,14.06,-0.41,Orta Potansiyel,39.25,34.87,12.72,29.71,75.33,29.61,1.86,17.65,34.32,6.47,23.36
gazipasa_istiklal,İSTİKLAL,Gazipaşa,54.630311810028914,65.57,57.74,3.11,Orta Potansiyel,96.49,6.58,89.91,83.11,62.06,88.71,79.93,86.95,61.29,79.17,86.95
gundogmus_akyar,AKYAR,Gündoğmuş,14.984332609844625,12.61,11.25,-3.74,Risk Altinda,15.35,21.93,17.43,18.53,58.99,1.64,14.8,17.65,25.66,35.86,21.49
alanya_bayir,BAYIR,Alanya,9.899868873193627,18.2,6.72,-3.18,Risk Altinda,1.43,51.43,18.53,16.78,33.5,7.68,11.4,17.65,46.27,1.21,0.71
alanya_bayirkozagaci,BAYIRKOZAĞACI,Alanya,1.551320311083784,18.64,0.0,-1.55,Risk Altinda,8.22,28.18,9.1,6.14,84.65,0.33,10.53,17.65,7.46,3.4,9.43
gundogmus_bedan,BEDAN,Gündoğmuş,12.935702658682146,8.55,8.79,-4.14,Risk Altinda,9.43,20.83,14.91,10.31,68.42,5.48,22.26,35.53,4.28,52.41,12.17
alanya_burcaklar,BURÇAKLAR,Alanya,19.2560137456657,62.5,21.76,2.5,Orta Potansiyel,39.91,59.98,42.32,32.89,65.46,25.99,16.56,17.65,19.41,16.67,43.31
gundogmus_eskibag,ESKİBAĞ,Gündoğmuş,8.205665581462576,21.16,5.32,-2.88,Risk Altinda,8.66,16.12,27.41,28.18,85.31,7.79,10.42,17.65,15.68,32.24,15.24
gundogmus_fatih,FATİH,Gündoğmuş,26.658143425521867,60.31,28.72,2.06,Orta Potansiyel,52.63,37.39,50.77,58.66,30.37,48.68,21.71,17.65,31.58,23.25,53.51
alanya_gozubuyuk,GÖZÜBÜYÜK,Alanya,19.18549918607098,41.56,18.34,-0.84,Dusuk Potansiyel,54.28,52.63,34.65,31.47,7.02,26.21,23.14,48.25,32.57,24.78,55.92
alanya_gumusgoze,GÜMÜŞGÖZE,Alanya,13.217760897061016,46.27,12.84,-0.37,Orta Potansiyel,18.64,52.52,34.54,28.07,74.34,30.26,19.52,47.81,20.72,1.32,25.44
alanya_guney,GÜNEY,Alanya,15.383988139308542,51.64,15.71,0.33,Orta Potansiyel,50.33,65.46,47.59,35.53,19.74,18.2,19.3,17.65,56.47,33.0,57.02
gundogmus_guneycik,GÜNEYCİK,Gündoğmuş,6.817643335127909,23.14,4.13,-2.69,Risk Altinda,17.32,26.86,29.17,18.64,34.65,32.68,12.72,17.65,22.7,8.11,27.19
gundogmus_guneyyaka,GÜNEYYAKA,Gündoğmuş,3.338307107969237,9.87,0.0,-3.34,Risk Altinda,1.43,32.68,23.57,6.69,33.5,4.82,19.74,17.65,5.59,34.43,0.71
alanya_guzelbag,GÜZELBAĞ,Alanya,17.465921052571595,33.44,15.81,-1.66,Dusuk Potansiyel,35.09,44.96,25.55,26.54,23.57,27.96,17.0,17.65,34.76,14.58,37.72
gundogmus_kalecik,KALECİK,Gündoğmuş,8.487723819841445,26.1,6.1,-2.39,Dusuk Potansiyel,12.06,17.0,40.02,29.61,74.67,9.98,14.25,17.65,26.86,5.26,21.93
gundogmus_karabul,KARABUL,Gündoğmuş,3.126763429185085,14.04,0.0,-3.13,Risk Altinda,1.43,30.48,13.05,12.06,33.5,19.63,5.92,17.65,18.2,5.37,0.71
gundogmus_karadere,KARADERE,Gündoğmuş,8.558238379436162,24.56,6.01,-2.54,Risk Altinda,1.43,38.38,19.74,27.19,33.5,20.61,6.14,17.65,3.95,16.34,0.71
alanya_karakocali,KARAKOCALI,Alanya,18.218710435846788,42.43,17.46,-0.76,Dusuk Potansiyel,31.36,42.21,34.1,20.5,87.72,36.29,30.7,17.65,11.73,80.04,19.96
gundogmus_karakoy,KARAKÖY,Gündoğmuş,9.42853590159029,52.63,9.95,0.53,Orta Potansiyel,38.6,39.91,44.52,43.97,70.39,23.03,29.5,17.65,29.71,10.09,32.24
alanya_karamanlar,KARAMANLAR,Alanya,21.21556791458944,36.4,19.86,-1.36,Dusuk Potansiyel,13.6,49.67,31.58,34.21,57.89,36.51,32.46,17.65,29.5,9.21,34.43
gundogmus_karaisa,KARAİSA,Gündoğmuş,7.500519985515401,16.89,4.19,-3.31,Risk Altinda,1.43,26.97,41.89,24.45,33.5,8.77,20.39,17.65,28.51,3.95,0.71
gundogmus_kayabuku,KAYABÜKÜ,Gündoğmuş,16.56533731231943,19.3,13.5,-3.07,Risk Altinda,18.2,15.68,42.11,22.15,62.28,8.33,19.08,17.65,17.76,47.7,24.01
gundogmus_kozagaci,KOZAĞACI,Gündoğmuş,2.538524145409828,13.27,0.0,-2.54,Risk Altinda,3.18,21.49,14.47,7.24,90.57,7.02,16.12,17.65,0.33,59.65,3.62
gundogmus_koprulu,KÖPRÜLÜ,Gündoğmuş,18.50262253568349,23.57,15.86,-2.64,Risk Altinda,12.28,24.34,16.56,23.57,63.38,17.0,2.74,17.65,2.63,26.64,23.25
gundogmus_naragaci,NARAĞACI,Gündoğmuş,6.606099656343757,25.55,4.16,-2.45,Dusuk Potansiyel,3.4,18.2,21.16,22.26,96.6,17.76,3.4,17.65,10.96,20.29,4.28
alanya_orhan,ORHAN,Alanya,11.6181949719422,14.91,8.11,-3.51,Risk Altinda,7.68,7.02,13.6,21.6,95.18,28.95,26.64,17.65,26.21,6.69,8.77
gundogmus_ortakonus,ORTAKONUŞ,Gündoğmuş,11.265622173968612,43.31,10.6,-0.67,Dusuk Potansiyel,10.2,40.02,30.81,45.94,73.79,34.76,10.75,17.65,29.93,3.84,23.9
gundogmus_ortakoy,ORTAKÖY,Gündoğmuş,18.289224995441504,11.62,14.45,-3.84,Risk Altinda,5.7,9.43,17.98,14.25,90.9,8.55,22.92,17.65,1.21,39.25,7.35
gundogmus_pembelik,PEMBELİK,Gündoğmuş,4.913750226070539,2.52,0.17,-4.75,Risk Altinda,11.29,23.25,14.58,9.43,11.73,7.24,31.58,35.42,1.32,63.05,12.94
akseki_pinarbasi,PINARBAŞI,Akseki,2.397495026220393,9.21,0.0,-2.4,Risk Altinda,5.04,8.11,22.7,8.44,83.33,0.88,16.89,17.65,2.52,31.8,11.18
gundogmus_rasih_kaplan,RASİH KAPLAN,Gündoğmuş,33.26210526288665,65.13,36.29,3.03,Orta Potansiyel,54.06,32.24,70.5,69.19,29.71,55.48,29.61,63.93,5.81,27.96,59.98
alanya_saburlar,SABURLAR,Alanya,13.1472463374663,22.92,10.44,-2.71,Risk Altinda,25.0,33.0,9.65,9.21,70.18,16.01,21.05,17.65,23.57,12.06,24.78
gundogmus_senir,SENİR,Gündoğmuş,14.230941399862411,22.37,11.47,-2.76,Risk Altinda,24.23,31.69,25.44,11.73,42.54,32.79,17.98,17.65,40.35,8.77,33.77
gundogmus_serinyaka,SERİNYAKA,Gündoğmuş,4.84323566647582,37.61,3.6,-1.24,Dusuk Potansiyel,24.89,30.26,35.2,21.38,71.38,35.96,32.68,17.65,12.83,1.54,22.04
alanya_suleymanlar,SÜLEYMANLAR,Alanya,16.77688099110358,34.98,15.27,-1.5,Dusuk Potansiyel,24.34,42.87,18.64,19.3,71.27,0.55,5.48,17.65,12.39,6.25,28.84
gundogmus_umutlu,UMUTLU,Gündoğmuş,15.431542774430444,25.0,12.93,-2.5,Risk Altinda,32.13,33.33,27.74,19.52,41.34,11.84,7.13,17.65,53.62,11.84,41.23
alanya_yenice,YENİCE,Alanya,19.682808826149675,46.38,19.32,-0.36,Orta Potansiyel,35.75,67.65,43.31,20.72,65.35,8.0,31.8,52.08,36.95,24.89,42.54
gundogmus_yenikoy,YENİKÖY,Gündoğmuş,4.067575510933928,32.89,2.36,-1.71,Dusuk Potansiyel,7.24,47.37,14.25,19.85,93.97,15.35,24.34,17.65,13.05,7.68,11.07
gundogmus_camlialan,ÇAMLIALAN,Gündoğmuş,10.1819271115725,16.45,6.83,-3.36,Risk Altinda,11.73,6.36,13.93,24.12,87.17,29.5,4.5,17.65,39.91,12.39,18.42
gundogmus_cayirozu,ÇAYIRÖZÜ,Gündoğmuş,7.288976306731248,9.32,3.22,-4.07,Risk Altinda,1.43,25.22,27.96,18.97,33.5,2.96,7.46,44.85,31.47,4.06,0.71
gundogmus_cicekoluk,ÇİÇEKOLUK,Gündoğmuş,6.324041417964887,24.12,3.74,-2.59,Risk Altinda,5.48,23.9,27.3,5.92,94.52,9.76,6.91,17.65,13.16,2.19,7.02
gundogmus_ozugur,ÖZÜGÜR,Gündoğmuş,21.10671052620077,58.88,22.88,1.78,Orta Potansiyel,47.26,27.41,54.71,76.21,14.04,62.61,7.68,58.77,19.74,18.64,63.05
kas_ahatli,AHATLI,Kaş,12.041282329510503,47.59,11.8,-0.24,Orta Potansiyel,39.69,54.82,30.15,28.62,56.69,26.54,32.02,40.35,24.67,25.11,25.0
kas_aklar,AKLAR,Kaş,23.81346084278132,42.87,23.1,-0.71,Dusuk Potansiyel,29.82,43.53,29.28,27.63,76.32,1.43,26.43,17.65,6.8,16.78,14.91
kas_akoru,AKÖRÜ,Kaş,14.396093326069366,17.98,11.19,-3.2,Risk Altinda,14.25,4.28,28.62,17.32,95.61,2.19,19.19,17.65,16.12,5.48,7.24
kas_andifli,ANDİFLİ,Kaş,87.47123612790381,70.07,91.48,4.01,Yuksek Potansiyel,65.02,13.38,79.93,74.12,83.44,77.85,42.65,83.44,22.26,45.07,59.54
kas_agullu,AĞULLU,Kaş,32.45883071073572,90.24,40.51,8.05,Yuksek Potansiyel,56.47,78.62,72.15,71.49,89.69,60.53,40.35,73.68,33.22,37.5,46.82
kas_bayindir,BAYINDIR,Kaş,50.07120867041888,69.3,53.93,3.86,Orta Potansiyel,43.42,49.56,54.17,60.09,87.94,52.63,44.41,53.84,24.45,24.01,26.32
kas_beldibi,BELDİBİ,Kaş,8.934933984427266,52.3,9.4,0.46,Orta Potansiyel,16.45,62.28,29.93,18.2,94.96,11.07,6.03,42.32,12.94,0.11,7.46
kas_belenli,BELENLİ,Kaş,32.98445934531644,42.98,32.28,-0.7,Dusuk Potansiyel,38.82,14.58,44.85,39.47,85.42,38.6,29.71,51.32,20.29,15.9,24.45
kas_belkonak,BELKONAK,Kaş,1.3397766322996314,8.22,0.0,-1.34,Risk Altinda,19.96,11.4,3.78,7.57,82.89,20.83,33.44,17.65,36.84,21.49,9.98
kas_bezirgan,BEZİRGAN,Kaş,44.21789473639552,78.73,49.96,5.75,Yuksek Potansiyel,46.16,72.37,59.43,61.18,87.28,57.68,47.37,56.03,33.77,39.36,31.69
kas_sahil_barak,SAHİL BARAK,Kaş,12.219681245328218,39.14,11.13,-1.09,Dusuk Potansiyel,45.5,8.22,41.56,34.65,75.44,47.7,37.06,17.65,42.11,12.83,22.59
kas_cemre,CEMRE,Kaş,17.55439500810331,30.37,15.59,-1.96,Dusuk Potansiyel,13.93,53.73,19.63,7.02,92.98,4.17,15.57,38.05,17.87,53.51,6.58
kas_dere,DERE,Kaş,9.970383432788346,39.25,8.9,-1.07,Dusuk Potansiyel,25.55,20.07,27.52,29.82,80.26,40.35,18.09,17.65,18.64,0.66,14.47
kas_dogantas,DOĞANTAŞ,Kaş,19.96672092598638,13.82,16.35,-3.62,Risk Altinda,33.33,7.89,21.27,9.87,56.47,4.93,23.36,17.65,15.9,26.32,28.07
kas_dirgenler,DİRGENLER,Kaş,27.86616024592124,6.8,23.55,-4.32,Risk Altinda,63.49,4.39,37.72,26.32,13.49,22.92,51.54,41.56,83.55,56.25,55.37
kas_gelemis,GELEMİŞ,Kaş,41.16219635605769,70.72,45.31,4.14,Yuksek Potansiyel,52.41,71.71,63.82,58.99,39.8,63.16,50.66,68.53,39.14,35.09,48.57
kas_gokceyazi,GÖKÇEYAZI,Kaş,7.123824380524296,19.74,4.1,-3.03,Risk Altinda,33.22,6.91,10.75,19.96,81.36,27.52,31.03,17.65,25.11,20.5,15.46
kas_gokceoren,GÖKÇEÖREN,Kaş,56.19850708467116,76.32,61.46,5.26,Yuksek Potansiyel,44.19,55.81,52.3,54.82,90.79,47.26,23.57,39.14,22.04,15.35,22.7
kas_gursu,GÜRSU,Kaş,8.840296617815032,27.85,6.63,-2.21,Dusuk Potansiyel,16.56,34.54,26.43,14.91,91.78,1.1,22.37,17.65,30.37,15.57,9.54
kas_hacioglan,HACIOĞLAN,Kaş,11.477165852752764,30.81,9.56,-1.92,Dusuk Potansiyel,23.25,36.95,8.66,17.54,85.64,10.75,26.86,17.65,14.58,5.59,13.27
kas_kalkan,KALKAN,Kaş,52.41601131335199,97.59,61.93,9.52,Yuksek Potansiyel,81.36,79.71,85.31,79.06,67.43,82.35,40.24,85.75,38.16,69.3,68.86
kas_karadag,KARADAĞ,Kaş,28.125949538740425,4.82,23.61,-4.52,Risk Altinda,49.01,6.25,16.01,16.67,22.48,11.18,38.16,49.89,42.43,30.37,45.07
kas_kasaba,KASABA,Kaş,32.139214232632995,20.39,29.18,-2.96,Risk Altinda,58.0,6.69,55.37,38.49,47.81,39.25,53.62,62.28,79.28,54.71,49.01
kas_kemer,KEMER,Kaş,23.7429462831866,45.61,23.3,-0.44,Orta Potansiyel,24.67,53.29,29.06,10.53,84.76,14.36,21.49,17.65,11.95,13.82,14.58
kas_kinik,KINIK,Kaş,61.37407219933509,55.81,62.54,1.16,Orta Potansiyel,83.11,54.71,67.0,63.49,5.04,62.94,84.65,65.9,67.32,75.22,77.19
kas_kizilagac,KIZILAĞAÇ,Kaş,5.900954060396582,7.02,1.6,-4.3,Risk Altinda,34.65,5.04,3.78,8.77,91.23,0.77,33.0,17.65,52.74,19.41,24.56
kas_ova,OVA,Kaş,76.51131633968696,51.75,76.86,0.35,Orta Potansiyel,78.73,60.75,64.8,59.98,4.61,43.42,98.14,60.75,53.18,68.53,75.11
kas_palamut,PALAMUT,Kaş,30.30526737503198,44.3,29.74,-0.57,Dusuk Potansiyel,43.64,60.09,41.01,21.82,75.77,22.81,49.67,42.0,51.21,42.54,36.62
kas_pinarbasi,PINARBAŞI,Kaş,19.06673901244123,82.46,25.56,6.49,Yuksek Potansiyel,27.3,69.3,57.89,63.05,90.35,51.54,2.63,61.73,20.83,11.07,17.32
kas_sahilkilincli,SAHİLKILINÇLI,Kaş,9.2653817642452,25.99,6.86,-2.4,Dusuk Potansiyel,48.57,18.31,22.92,20.83,43.64,41.89,39.36,39.25,36.07,22.26,26.54
kas_saribelen,SARIBELEN,Kaş,32.61355263131861,69.19,36.45,3.84,Orta Potansiyel,34.21,70.07,40.9,53.07,81.25,38.05,33.11,45.39,21.82,19.74,22.15
kas_sarilar,SARILAR,Kaş,11.195107614373894,36.84,9.88,-1.32,Dusuk Potansiyel,40.57,30.81,34.32,31.69,84.21,37.17,50.0,59.98,33.88,32.57,15.13
kas_sutlegen,SÜTLEĞEN,Kaş,29.118714957439973,59.54,31.03,1.91,Orta Potansiyel,34.1,47.81,46.05,40.02,86.73,27.85,27.74,52.74,10.2,14.69,20.39
kas_sinneli,SİNNELİ,Kaş,5.477866702828278,25.33,3.01,-2.47,Dusuk Potansiyel,15.13,29.28,18.75,12.28,92.54,6.58,30.37,17.65,11.51,8.66,5.92
kas_ugrar,UĞRAR,Kaş,30.430207561033512,34.54,28.88,-1.55,Dusuk Potansiyel,51.64,41.12,42.98,38.38,60.09,40.24,51.64,53.4,83.11,50.99,43.97
kas_yaylapalamut,YAYLAPALAMUT,Kaş,11.124593054779176,22.15,8.34,-2.79,Risk Altinda,22.59,36.29,18.42,5.48,67.0,6.36,13.27,36.29,7.89,47.48,13.93
kas_yenikoy,YENİKÖY,Kaş,7.782578223894271,30.26,5.81,-1.97,Dusuk Potansiyel,26.97,10.42,36.18,27.52,83.77,39.69,33.66,46.16,17.54,12.5,16.23
kas_yesilbarak,YEŞİLBARAK,Kaş,19.37477391929545,35.53,17.93,-1.45,Dusuk Potansiyel,44.85,43.75,9.54,16.56,70.61,34.98,10.96,41.34,42.0,46.6,29.06
